citing_paper,.out,time_unit,Species
"WATSON, PJ
   FOTIADIS, M 1990 THE RAZORS EDGE - SYMBOLIC-STRUCTURALIST ARCHAEOLOGY AND THE EXPANSION
   OF ARCHAEOLOGICAL INFERENCE AMERICAN ANTHROPOLOGIST",HODDER I 1982 SYMBOLS ACTION ETHNO,1990,community 5
"WATSON, PJ
   FOTIADIS, M 1990 THE RAZORS EDGE - SYMBOLIC-STRUCTURALIST ARCHAEOLOGY AND THE EXPANSION
   OF ARCHAEOLOGICAL INFERENCE AMERICAN ANTHROPOLOGIST",SHANKS M 1987 RECONSTRUCTING ARCHA,1990,community 5
"DENNELL, R 1990 PROGRESSIVE GRADUALISM, IMPERIALISM AND ACADEMIC FASHION - LOWER
   PALEOLITHIC ARCHAEOLOGY IN THE 20TH-CENTURY ANTIQUITY",TRIGGER B G 1989 HIST ARCHAEOLOGICAL,1990,community 5
"EVANS, C 1990 POWER ON SILT - TOWARDS AN ARCHAEOLOGY OF THE EAST-INDIA-COMPANY ANTIQUITY",DEETZ J 1977 SMALL THINGS FORGOTT,1990,community 13
"WATSON, RA 1990 OZYMANDIAS, KING OF KINGS - POSTPROCESSUAL RADICAL ARCHAEOLOGY AS
   CRITIQUE AMERICAN ANTIQUITY",SHANKS M 1987 SOCIAL THEORY ARCHAE,1990,community 5
"WATSON, RA 1990 OZYMANDIAS, KING OF KINGS - POSTPROCESSUAL RADICAL ARCHAEOLOGY AS
   CRITIQUE AMERICAN ANTIQUITY",SHANKS M 1987 RECONSTRUCTING ARCHA,1990,community 5
"ANTHONY, DW 1990 MIGRATION IN ARCHAEOLOGY - THE BABY AND THE BATHWATER AMERICAN ANTHROPOLOGIST",BINFORD LR 1965 AM ANTIQUITY V31 P203 DOI 1023072693985,1990,community 5
"ANTHONY, DW 1990 MIGRATION IN ARCHAEOLOGY - THE BABY AND THE BATHWATER AMERICAN ANTHROPOLOGIST",BINFORD LR 1980 AM ANTIQUITY V45 P4 DOI 102307279653,1990,community 4
"TRIGGER, BG 1990 THE 1990S - NORTH-AMERICAN ARCHAEOLOGY WITH A HUMAN FACE ANTIQUITY",BINFORD LR 1962 AM ANTIQUITY V28 P217 DOI 102307278380,1990,community 5
"TRIGGER, BG 1990 THE 1990S - NORTH-AMERICAN ARCHAEOLOGY WITH A HUMAN FACE ANTIQUITY",SHANKS M 1987 SOCIAL THEORY ARCHAE,1990,community 5
"TRIGGER, BG 1990 THE 1990S - NORTH-AMERICAN ARCHAEOLOGY WITH A HUMAN FACE ANTIQUITY",TRIGGER B G 1989 HIST ARCHAEOLOGICAL,1990,community 5
"SALMON, MH 1990 ON THE POSSIBILITY OF LAWFUL EXPLANATION IN ARCHAEOLOGY CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA",DUNNELL RC 1978 AM ANTIQUITY V43 P192 DOI 102307279244,1990,community 2
"SALMON, MH 1990 ON THE POSSIBILITY OF LAWFUL EXPLANATION IN ARCHAEOLOGY CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA",HODDER IAN 1982 SYMBOLIC STRUCTURAL,1990,community 5
"SALMON, MH 1990 ON THE POSSIBILITY OF LAWFUL EXPLANATION IN ARCHAEOLOGY CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA",SHANKS M 1987 SOCIAL THEORY ARCHAE,1990,community 5
"HODDER, I 1991 INTERPRETIVE ARCHAEOLOGY AND ITS ROLE AMERICAN ANTIQUITY",SHANKS M 1987 SOCIAL THEORY ARCHAE,1991,community 5
"HODDER, I 1991 INTERPRETIVE ARCHAEOLOGY AND ITS ROLE AMERICAN ANTIQUITY",SHANKS M 1987 RECONSTRUCTING ARCHA,1991,community 5
"HODDER, I 1991 INTERPRETIVE ARCHAEOLOGY AND ITS ROLE AMERICAN ANTIQUITY",TRIGGER B G 1989 HIST ARCHAEOLOGICAL,1991,community 5
"BLEED, P 1991 OPERATIONS-RESEARCH AND ARCHAEOLOGY AMERICAN ANTIQUITY",BAMFORTH DB 1986 AM ANTIQUITY V51 P38 DOI 102307280392,1991,community 4
"BLEED, P 1991 OPERATIONS-RESEARCH AND ARCHAEOLOGY AMERICAN ANTIQUITY",BINFORD L 1978 NUNAMIUT ETHNOARCHAE,1991,community 4
"BLEED, P 1991 OPERATIONS-RESEARCH AND ARCHAEOLOGY AMERICAN ANTIQUITY",BINFORD LR 1979 J ANTHROPOL RES V35 P255,1991,community 4
"BLEED, P 1991 OPERATIONS-RESEARCH AND ARCHAEOLOGY AMERICAN ANTIQUITY",BINFORD LR 1980 AM ANTIQUITY V45 P4 DOI 102307279653,1991,community 4
"BLEED, P 1991 OPERATIONS-RESEARCH AND ARCHAEOLOGY AMERICAN ANTIQUITY",BINFORD LEWIS R 1981 J ANTHROPOL RES V37 P195,1991,community 12
"WILLOUGHBY, PR 1991 EARLIER STONE-AGE ARCHAEOLOGY AND AFRICAN STUDIES - A MOVE TOWARDS
   RECONCILIATION CANADIAN JOURNAL OF AFRICAN STUDIES-REVUE CANADIENNE DES ETUDES
   AFRICAINES",TRIGGER BG 1984 MAN V19 P355 DOI 1023072802176,1991,community 5
"NIEMI, E 1991 ASPECTS OF ARCHAEOLOGY, SOCIOANTHROPOLOGY AND HISTORY - A COMMENTARY ON
   ODNER,KNUT RECENT DISSERTATION ON THE HABITAT AND ECONOMY OF THE
   VARANGER SAAMI, 1200-1900-AD HISTORISK TIDSSKRIFT",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,1991,community 1
"NIEMI, E 1991 ASPECTS OF ARCHAEOLOGY, SOCIOANTHROPOLOGY AND HISTORY - A COMMENTARY ON
   ODNER,KNUT RECENT DISSERTATION ON THE HABITAT AND ECONOMY OF THE
   VARANGER SAAMI, 1200-1900-AD HISTORISK TIDSSKRIFT",GIDDENS ANTHONY 1984 CONSTITUTION SOC,1991,community 1
"DAVIDSON, I 1991 THE ARCHAEOLOGY OF LANGUAGE ORIGINS - A REVIEW ANTIQUITY",ROBERTS RG 1990 NATURE V345 P153 DOI 101038345153A0,1991,community 24
"WHITE, TD
   TOTH, N 1991 THE QUESTION OF RITUAL CANNIBALISM AT GUATTARI,GROTTA CURRENT ANTHROPOLOGY",BINFORD L 1981 BONES ANCIENT MEN MO,1991,community 4
"WHITE, TD
   TOTH, N 1991 THE QUESTION OF RITUAL CANNIBALISM AT GUATTARI,GROTTA CURRENT ANTHROPOLOGY",BINFORD L 1978 NUNAMIUT ETHNOARCHAE,1991,community 4
"TIESZEN, LL 1991 NATURAL VARIATIONS IN THE CARBON ISOTOPE VALUES OF PLANTS - IMPLICATIONS
   FOR ARCHAEOLOGY, ECOLOGY, AND PALEOECOLOGY JOURNAL OF ARCHAEOLOGICAL SCIENCE",DENIRO MJ 1978 GEOCHIM COSMOCHIM AC V42 P495 DOI 1010160016703778901990,1991,community 3
"TIESZEN, LL 1991 NATURAL VARIATIONS IN THE CARBON ISOTOPE VALUES OF PLANTS - IMPLICATIONS
   FOR ARCHAEOLOGY, ECOLOGY, AND PALEOECOLOGY JOURNAL OF ARCHAEOLOGICAL SCIENCE",VANDERMERWE NJ 1982 AM SCI V70 P596,1991,community 3
"SCHWARCZ, HP 1991 SOME THEORETICAL ASPECTS OF ISOTOPE PALEODIET STUDIES JOURNAL OF ARCHAEOLOGICAL SCIENCE",CHISHOLM BS 1982 SCIENCE V216 P1131 DOI 101126SCIENCE21645501131,1991,community 3
"SCHWARCZ, HP 1991 SOME THEORETICAL ASPECTS OF ISOTOPE PALEODIET STUDIES JOURNAL OF ARCHAEOLOGICAL SCIENCE",DENIRO MJ 1978 GEOCHIM COSMOCHIM AC V42 P495 DOI 1010160016703778901990,1991,community 3
"SCHWARCZ, HP 1991 SOME THEORETICAL ASPECTS OF ISOTOPE PALEODIET STUDIES JOURNAL OF ARCHAEOLOGICAL SCIENCE",DENIRO MJ 1981 GEOCHIM COSMOCHIM AC V45 P341 DOI 1010160016703781902441,1991,community 3
"SCHWARCZ, HP 1991 SOME THEORETICAL ASPECTS OF ISOTOPE PALEODIET STUDIES JOURNAL OF ARCHAEOLOGICAL SCIENCE",DENIRO MJ 1987 AM SCI V75 P182,1991,community 3
"SCHWARCZ, HP 1991 SOME THEORETICAL ASPECTS OF ISOTOPE PALEODIET STUDIES JOURNAL OF ARCHAEOLOGICAL SCIENCE",SCHOENINGER MJ 1984 GEOCHIM COSMOCHIM AC V48 P625 DOI 1010160016703784900917,1991,community 3
"SCHWARCZ, HP 1991 SOME THEORETICAL ASPECTS OF ISOTOPE PALEODIET STUDIES JOURNAL OF ARCHAEOLOGICAL SCIENCE",VANDERMERWE NJ 1982 AM SCI V70 P596,1991,community 3
"SCHWARCZ, HP 1991 SOME THEORETICAL ASPECTS OF ISOTOPE PALEODIET STUDIES JOURNAL OF ARCHAEOLOGICAL SCIENCE",VANDERMERWE NJ 1978 NATURE V276 P815 DOI 101038276815A0,1991,community 3
"REDMAN, CL 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - IN DEFENSE OF THE SEVENTIES - THE
   ADOLESCENCE OF NEW ARCHAEOLOGY AMERICAN ANTHROPOLOGIST",BINFORD L 1978 NUNAMIUT ETHNOARCHAE,1991,community 4
"REDMAN, CL 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - IN DEFENSE OF THE SEVENTIES - THE
   ADOLESCENCE OF NEW ARCHAEOLOGY AMERICAN ANTHROPOLOGIST",BINFORD LR 1962 AM ANTIQUITY V28 P217 DOI 102307278380,1991,community 5
"REDMAN, CL 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - IN DEFENSE OF THE SEVENTIES - THE
   ADOLESCENCE OF NEW ARCHAEOLOGY AMERICAN ANTHROPOLOGIST",BINFORD LR 1965 AM ANTIQUITY V31 P203 DOI 1023072693985,1991,community 5
"REDMAN, CL 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - IN DEFENSE OF THE SEVENTIES - THE
   ADOLESCENCE OF NEW ARCHAEOLOGY AMERICAN ANTHROPOLOGIST",DEETZ J 1977 SMALL THINGS FORGOTT,1991,community 13
"REDMAN, CL 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - IN DEFENSE OF THE SEVENTIES - THE
   ADOLESCENCE OF NEW ARCHAEOLOGY AMERICAN ANTHROPOLOGIST",HODDER I 1982 SYMBOLS ACTION ETHNO,1991,community 5
"REDMAN, CL 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - IN DEFENSE OF THE SEVENTIES - THE
   ADOLESCENCE OF NEW ARCHAEOLOGY AMERICAN ANTHROPOLOGIST",SHANKS M 1987 SOCIAL THEORY ARCHAE,1991,community 5
"WATSON, RA 1991 WHAT THE NEW ARCHAEOLOGY HAS ACCOMPLISHED CURRENT ANTHROPOLOGY",SHANKS M 1987 SOCIAL THEORY ARCHAE,1991,community 5
"WATSON, RA 1991 WHAT THE NEW ARCHAEOLOGY HAS ACCOMPLISHED CURRENT ANTHROPOLOGY",SHANKS M 1987 RECONSTRUCTING ARCHA,1991,community 5
"WATSON, RA 1991 WHAT THE NEW ARCHAEOLOGY HAS ACCOMPLISHED CURRENT ANTHROPOLOGY",TRIGGER B G 1989 HIST ARCHAEOLOGICAL,1991,community 5
"WATSON, RA 1991 WHAT THE NEW ARCHAEOLOGY HAS ACCOMPLISHED CURRENT ANTHROPOLOGY",VANDERMERWE NJ 1978 NATURE V276 P815 DOI 101038276815A0,1991,community 3
"ROPER, DC 1991 DUNBAR,JOHN JOURNAL OF THE 1834-5 CHAWI WINTER HUNT AND ITS IMPLICATIONS
   FOR PAWNEE ARCHAEOLOGY PLAINS ANTHROPOLOGIST",BINFORD L 1978 NUNAMIUT ETHNOARCHAE,1991,community 4
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",BINFORD L 1981 BONES ANCIENT MEN MO,1991,community 4
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",BINFORD LR 1962 AM ANTIQUITY V28 P217 DOI 102307278380,1991,community 5
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",BINFORD LR 1965 AM ANTIQUITY V31 P203 DOI 1023072693985,1991,community 5
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,1991,community 1
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",CLARKE D L 1968 ANAL ARCHAEOLOGY,1991,community 5
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",DEETZ J 1977 SMALL THINGS FORGOTT,1991,community 13
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",GLASSIE H 1975 FOLK HOUSING MIDDLE,1991,community 13
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",HODDER IAN 1982 SYMBOLIC STRUCTURAL,1991,community 5
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",HODDER I 1982 SYMBOLS ACTION ETHNO,1991,community 5
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",SHANKS M 1987 SOCIAL THEORY ARCHAE,1991,community 5
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",SHANKS M 1987 RECONSTRUCTING ARCHA,1991,community 5
"TRIGGER, BG 1991 DISTINGUISHED LECTURE IN ARCHAEOLOGY - CONSTRAINT AND FREEDOM - A NEW
   SYNTHESIS FOR ARCHAEOLOGICAL EXPLANATION AMERICAN ANTHROPOLOGIST",TRIGGER B G 1989 HIST ARCHAEOLOGICAL,1991,community 5
"ENGELSTAD, E 1991 IMAGES OF POWER AND CONTRADICTION - FEMINIST THEORY AND POSTPROCESSUAL
   ARCHAEOLOGY ANTIQUITY",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,1991,community 1
"ENGELSTAD, E 1991 IMAGES OF POWER AND CONTRADICTION - FEMINIST THEORY AND POSTPROCESSUAL
   ARCHAEOLOGY ANTIQUITY",GIDDENS ANTHONY 1984 CONSTITUTION SOC,1991,community 1
"ENGELSTAD, E 1991 IMAGES OF POWER AND CONTRADICTION - FEMINIST THEORY AND POSTPROCESSUAL
   ARCHAEOLOGY ANTIQUITY",GIDDENS A 1979 CENTRAL PROBLEMS SOC,1991,community 1
"ENGELSTAD, E 1991 IMAGES OF POWER AND CONTRADICTION - FEMINIST THEORY AND POSTPROCESSUAL
   ARCHAEOLOGY ANTIQUITY",HODDER I 1982 SYMBOLS ACTION ETHNO,1991,community 5
"ENGELSTAD, E 1991 IMAGES OF POWER AND CONTRADICTION - FEMINIST THEORY AND POSTPROCESSUAL
   ARCHAEOLOGY ANTIQUITY",SHANKS M 1987 SOCIAL THEORY ARCHAE,1991,community 5
"ENGELSTAD, E 1991 IMAGES OF POWER AND CONTRADICTION - FEMINIST THEORY AND POSTPROCESSUAL
   ARCHAEOLOGY ANTIQUITY",SHANKS M 1987 RECONSTRUCTING ARCHA,1991,community 5
"ANTHONY, DW 1991 THE ARCHAEOLOGY OF INDO-EUROPEAN ORIGINS JOURNAL OF INDO-EUROPEAN STUDIES",ANTHONY DW 1990 AM ANTHROPOL V92 P895 DOI 101525AA199092402A00030,1991,community 28
"WENKE, RJ 1991 THE EVOLUTION OF EARLY EGYPTIAN CIVILIZATION - ISSUES AND EVIDENCE JOURNAL OF WORLD PREHISTORY",BOYD R 1985 CULTURE EVOLUTIONARY,1991,community 2
"WENKE, RJ 1991 THE EVOLUTION OF EARLY EGYPTIAN CIVILIZATION - ISSUES AND EVIDENCE JOURNAL OF WORLD PREHISTORY",CAVALLISFORZA L L 1981 CULTURAL TRANSMISSIO,1991,community 2
"WENKE, RJ 1991 THE EVOLUTION OF EARLY EGYPTIAN CIVILIZATION - ISSUES AND EVIDENCE JOURNAL OF WORLD PREHISTORY",SHANKS M 1987 SOCIAL THEORY ARCHAE,1991,community 5
"WENKE, RJ 1991 THE EVOLUTION OF EARLY EGYPTIAN CIVILIZATION - ISSUES AND EVIDENCE JOURNAL OF WORLD PREHISTORY",SHANKS M 1987 RECONSTRUCTING ARCHA,1991,community 5
"WENKE, RJ 1991 THE EVOLUTION OF EARLY EGYPTIAN CIVILIZATION - ISSUES AND EVIDENCE JOURNAL OF WORLD PREHISTORY",TRIGGER BG 1984 MAN V19 P355 DOI 1023072802176,1991,community 5
"KOSSO, P 1991 METHOD IN ARCHAEOLOGY - MIDDLE-RANGE THEORY AS HERMENEUTICS AMERICAN ANTIQUITY",SHANKS M 1987 RECONSTRUCTING ARCHA,1991,community 5
"REYNOLDS, TEG 1991 REVOLUTION OR RESOLUTION - THE ARCHAEOLOGY OF MODERN HUMAN ORIGINS WORLD ARCHAEOLOGY",BINFORD L 1981 BONES ANCIENT MEN MO,1991,community 4
"HENDON, JA 1991 STATUS AND POWER IN CLASSIC MAYA SOCIETY - AN ARCHAEOLOGICAL STUDY AMERICAN ANTHROPOLOGIST",WILK RR 1982 AM BEHAV SCI V25 P617 DOI 101177000276482025006003,1991,community 35
"AMES, KM 1991 THE ARCHAEOLOGY OF THE LONGUE-DUREE - TEMPORAL AND SPATIAL SCALE IN THE
   EVOLUTION OF SOCIAL COMPLEXITY ON THE SOUTHERN NORTHWEST COAST ANTIQUITY",BINFORD LR 1980 AM ANTIQUITY V45 P4 DOI 102307279653,1991,community 4
"AMES, KM 1991 THE ARCHAEOLOGY OF THE LONGUE-DUREE - TEMPORAL AND SPATIAL SCALE IN THE
   EVOLUTION OF SOCIAL COMPLEXITY ON THE SOUTHERN NORTHWEST COAST ANTIQUITY",WILK RR 1982 AM BEHAV SCI V25 P617 DOI 101177000276482025006003,1991,community 35
"N, DP 1991 WHY DECORATE A POT - MIDWESTERN HOUSEHOLD POTTERY, 200 B.C. A.D.600 JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",ARNOLD DEAN E 1985 CERAMIC THEORY CULTU,1991,community 17
"N, DP 1991 WHY DECORATE A POT - MIDWESTERN HOUSEHOLD POTTERY, 200 B.C. A.D.600 JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",BOYD R 1985 CULTURE EVOLUTIONARY,1991,community 2
"N, DP 1991 WHY DECORATE A POT - MIDWESTERN HOUSEHOLD POTTERY, 200 B.C. A.D.600 JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",DUNNELL RC 1978 AM ANTIQUITY V43 P192 DOI 102307279244,1991,community 2
"N, DP 1991 WHY DECORATE A POT - MIDWESTERN HOUSEHOLD POTTERY, 200 B.C. A.D.600 JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",HODDER IAN 1982 SYMBOLIC STRUCTURAL,1991,community 5
"N, DP 1991 WHY DECORATE A POT - MIDWESTERN HOUSEHOLD POTTERY, 200 B.C. A.D.600 JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",HODDER I 1982 SYMBOLS ACTION ETHNO,1991,community 5
"N, DP 1991 WHY DECORATE A POT - MIDWESTERN HOUSEHOLD POTTERY, 200 B.C. A.D.600 JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",RICE P M 1987 POTTERY ANAL SOURCEB,1991,community 17
"N, DP 1991 WHY DECORATE A POT - MIDWESTERN HOUSEHOLD POTTERY, 200 B.C. A.D.600 JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",SHANKS M 1987 SOCIAL THEORY ARCHAE,1991,community 5
"N, DP 1991 WHY DECORATE A POT - MIDWESTERN HOUSEHOLD POTTERY, 200 B.C. A.D.600 JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",SHANKS M 1987 RECONSTRUCTING ARCHA,1991,community 5
"BLUMENSCHINE, RJ
   MASAO, FT 1991 LIVING SITES AT OLDUVAI GORGE, TANZANIA - PRELIMINARY LANDSCAPE
   ARCHAEOLOGY RESULTS IN THE BASAL BED-II LAKE MARGIN ZONE JOURNAL OF HUMAN EVOLUTION",BINFORD L 1981 BONES ANCIENT MEN MO,1991,community 4
"BLUMENSCHINE, RJ
   MASAO, FT 1991 LIVING SITES AT OLDUVAI GORGE, TANZANIA - PRELIMINARY LANDSCAPE
   ARCHAEOLOGY RESULTS IN THE BASAL BED-II LAKE MARGIN ZONE JOURNAL OF HUMAN EVOLUTION",BUNN HT 1986 CURR ANTHROPOL V27 P431 DOI 101086203467,1991,community 4
"WYLIE, A 1992 THE INTERPLAY OF EVIDENTIAL CONSTRAINTS AND POLITICAL INTERESTS - RECENT
   ARCHAEOLOGICAL RESEARCH ON GENDER AMERICAN ANTIQUITY",HODDER I 1982 SYMBOLS ACTION ETHNO,1992,community 5
"WYLIE, A 1992 THE INTERPLAY OF EVIDENTIAL CONSTRAINTS AND POLITICAL INTERESTS - RECENT
   ARCHAEOLOGICAL RESEARCH ON GENDER AMERICAN ANTIQUITY",SHANKS M 1987 SOCIAL THEORY ARCHAE,1992,community 5
"WYLIE, A 1992 THE INTERPLAY OF EVIDENTIAL CONSTRAINTS AND POLITICAL INTERESTS - RECENT
   ARCHAEOLOGICAL RESEARCH ON GENDER AMERICAN ANTIQUITY",SHANKS M 1987 RECONSTRUCTING ARCHA,1992,community 5
"OBRIEN, MJ
   HOLLAND, TD 1992 THE ROLE OF ADAPTATION IN ARCHAEOLOGICAL EXPLANATION AMERICAN ANTIQUITY",DUNNELL RC 1978 AM ANTIQUITY V43 P192 DOI 102307279244,1992,community 2
"SULLIVAN, AP 1992 INVESTIGATING THE ARCHAEOLOGICAL CONSEQUENCES OF SHORT-DURATION
   OCCUPATIONS AMERICAN ANTIQUITY",BINFORD LR 1979 J ANTHROPOL RES V35 P255,1992,community 4
"SULLIVAN, AP 1992 INVESTIGATING THE ARCHAEOLOGICAL CONSEQUENCES OF SHORT-DURATION
   OCCUPATIONS AMERICAN ANTIQUITY",BINFORD LR 1980 AM ANTIQUITY V45 P4 DOI 102307279653,1992,community 4
"LEONE, MP
   POTTER, PB 1992 LEGITIMATION AND THE CLASSIFICATION OF ARCHAEOLOGICAL SITES AMERICAN ANTIQUITY",BINFORD LR 1962 AM ANTIQUITY V28 P217 DOI 102307278380,1992,community 5
"LEONE, MP
   POTTER, PB 1992 LEGITIMATION AND THE CLASSIFICATION OF ARCHAEOLOGICAL SITES AMERICAN ANTIQUITY",SHANKS M 1987 RECONSTRUCTING ARCHA,1992,community 5
"MIRTI, P 1992 ANALYTICAL DATING IN ARCHAEOLOGY ANNALI DI CHIMICA",AITKEN M J 1985 THERMOLUMINESCENCE D,1992,community 7
"MCCARTNEY, AP 1992 ALONG THE COAST - REGIONAL ARCHAEOLOGY IN SOUTHERN ALASKA ARCTIC ANTHROPOLOGY",TRIGGER B G 1989 HIST ARCHAEOLOGICAL,1992,community 5
"SCHEIDEL, W 1992 COLONI AND TENANTS IN ROMAN LITERARY SOURCES FROM THE 2ND-CENTURY-BC TO
   THE SEVERAN PERIOD - A CRITICAL ANALYSIS (STUDIES ON COLONUS .1.) ATHENAEUM-STUDI PERIODICI DI LETTERATURA E STORIA DELL ANTICHITA",SCHIFFER MB 1985 J ANTHROPOL RES V41 P18,1992,community 12
"LOVIS, WA 1992 FORENSIC ARCHAEOLOGY AS MORTUARY ANTHROPOLOGY SOCIAL SCIENCE & MEDICINE",BINFORD L 1981 BONES ANCIENT MEN MO,1992,community 4
"CHRISTENSEN, M
   WALTER, P
   MENU, M 1992 USEWEAR CHARACTERIZATION OF PREHISTORIC FLINTS WITH IBA NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM
   INTERACTIONS WITH MATERIALS AND ATOMS",KEELEY L H 1980 EXPT DETERMINATION S,1992,community 20
"CHRISTENSEN, M
   WALTER, P
   MENU, M 1992 USEWEAR CHARACTERIZATION OF PREHISTORIC FLINTS WITH IBA NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM
   INTERACTIONS WITH MATERIALS AND ATOMS",SEMENOV SA 1964 PREHISTORIC TECHNOLO,1992,community 20
"DORN, RI
   CLARKSON, PB
   NOBBS, MF
   LOENDORF, LL
   WHITLEY, DS 1992 NEW APPROACH TO THE RADIOCARBON DATING OF ROCK VARNISH, WITH EXAMPLES
   FROM DRYLANDS ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS",DENIRO MJ 1987 AM SCI V75 P182,1992,community 3
"DORN, RI
   CLARKSON, PB
   NOBBS, MF
   LOENDORF, LL
   WHITLEY, DS 1992 NEW APPROACH TO THE RADIOCARBON DATING OF ROCK VARNISH, WITH EXAMPLES
   FROM DRYLANDS ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS",ROBERTS RG 1990 NATURE V345 P153 DOI 101038345153A0,1992,community 24
"GOSSELAIN, OP 1992 BONFIRE OF THE INQUIRIES - POTTERY FIRING TEMPERATURES IN ARCHAEOLOGY -
   WHAT FOR JOURNAL OF ARCHAEOLOGICAL SCIENCE",ARNOLD DEAN E 1985 CERAMIC THEORY CULTU,1992,community 17
"GOSSELAIN, OP 1992 BONFIRE OF THE INQUIRIES - POTTERY FIRING TEMPERATURES IN ARCHAEOLOGY -
   WHAT FOR JOURNAL OF ARCHAEOLOGICAL SCIENCE",RICE P M 1987 POTTERY ANAL SOURCEB,1992,community 17
"GOSSELAIN, OP 1992 BONFIRE OF THE INQUIRIES - POTTERY FIRING TEMPERATURES IN ARCHAEOLOGY -
   WHAT FOR JOURNAL OF ARCHAEOLOGICAL SCIENCE",RYE OS 1981 POTTERY TECHNOLOGY P,1992,community 17
"SEALY, JC
   PATRICK, MK
   MORRIS, AG
   ALDER, D 1992 DIET AND DENTAL-CARIES AMONG LATER STONE-AGE INHABITANTS OF THE CAPE
   PROVINCE, SOUTH-AFRICA AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY",CHISHOLM BS 1982 SCIENCE V216 P1131 DOI 101126SCIENCE21645501131,1992,community 3
